City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,pacasmayo,-7.4006,-79.5714,23.88,80,52,5.81,PE,1683168627
271,tsiombe,-25.3,45.4833,19.51,77,10,4.92,MG,1683168273
272,inhambane,-23.865,35.3833,20.6,81,0,2.28,MZ,1683168628
273,labuan bajo,-8.4964,119.8877,30.08,65,47,1.67,ID,1683168629
274,dauphin,51.1494,-100.0502,14.08,33,0,3.09,CA,1683168629
275,ciudad del carmen,18.6333,-91.8333,28.01,82,0,8.6,MX,1683168630
276,mount gambier,-37.8333,140.7667,15.54,50,33,4.1,AU,1683168182
277,jandaia do sul,-23.6031,-51.6433,20.36,93,48,0.69,BR,1683168632
278,klyuchi,52.2667,79.1667,10.17,38,40,3.53,RU,1683168114
279,atlantis,-33.5667,18.4834,14.44,86,23,1.87,ZA,1683168633
280,egilsstadir,65.2653,-14.3948,2.95,75,20,5.66,IS,1683168125
281,san patricio,28.017,-97.5169,24.35,86,63,3.98,US,1683168316
282,ancud,-41.8697,-73.8203,9.07,91,72,0.9,CL,1683168268
283,flin flon,54.7682,-101.865,11.68,55,100,2.53,CA,1683168098
284,fort frances,48.5999,-93.4003,16.12,39,0,3.6,CA,1683168636
285,sayaxche,16.5167,-90.1667,24.28,70,65,1.27,GT,1683168636
286,qui nhon,13.7667,109.2333,30.09,62,95,3.72,VN,1683168294
287,strezhevoy,60.7333,77.5889,6.55,83,100,3.94,RU,1683168637
288,shalqar,47.8333,59.6,12.75,21,100,8.67,KZ,1683168638
289,amahai,-3.3333,128.9167,30.79,64,17,1.95,ID,1683168638
290,luau,-10.7073,22.2247,14.34,75,2,1.81,AO,1683168639
291,moree,-29.4667,149.85,21.53,26,0,5.49,AU,1683168244
292,sant lluis,39.8526,4.2594,12.22,66,0,1.54,ES,1683168640
293,trujillo,-8.116,-79.03,22.98,83,39,5.14,PE,1683168577
294,riti,7.9167,9.6167,27.22,68,97,1.11,NG,1683168641
295,trinidad,-14.8333,-64.9,20.15,90,77,1.76,BO,1683168642
296,anse royale,-4.7333,55.5167,28.32,74,40,6.17,SC,1683168642
297,priozersk,61.0393,30.1291,4.5,91,98,3.62,RU,1683168643
298,akureyri,65.6835,-18.0878,-0.04,86,0,2.06,IS,1683168643
299,mukalla,14.5425,49.1242,29.31,75,96,0.94,YE,1683168345
300,port saint john's,-31.6229,29.5448,18.02,88,0,2.3,ZA,1683168391
301,altagracia de orituco,9.8601,-66.3814,22.71,79,9,2.05,VE,1683168645
302,general acha,-37.377,-64.6043,11.54,42,0,5.44,AR,1683168646
303,rawson,-43.3002,-65.1023,15.52,54,43,5.83,AR,1683168416
304,vernon,50.2581,-119.2691,25.2,62,71,1.03,CA,1683168315
305,gamay,12.3854,125.2979,27.68,83,100,3.49,PH,1683168648
306,boa vista,2.8197,-60.6733,26.99,69,0,3.09,BR,1683168648
307,bridlington,54.0831,-0.1919,8.83,85,100,5.36,GB,1683168649
308,zaragoza,41.6561,-0.8773,16.25,59,0,3.09,ES,1683168536
309,elliot lake,46.3834,-82.6331,5.05,86,100,3.24,CA,1683168650
310,coahuayana de hidalgo,18.7,-103.6583,23.91,78,76,0.7,MX,1683168136
311,'ayn al 'arab,36.8932,38.3651,13.09,42,0,2.31,SY,1683168651
312,tadine,-21.55,167.8833,27.08,70,19,2.72,NC,1683168652
313,tbilisskaya,45.3633,40.19,8.7,84,2,1.33,RU,1683168652
314,iskateley,67.6803,53.1512,0.28,98,100,4.44,RU,1683168214
315,ajaccio,42,8.9167,12.03,82,20,2.57,FR,1683168654
316,tolanaro,-25.0319,46.9987,21.04,88,40,4.12,MG,1683168221
317,ixtapa,20.7,-105.2,25.57,78,75,2.06,MX,1683168655
318,mtwara,-10.2667,40.1833,21.28,88,1,4.54,TZ,1683168525
319,desna,50.9273,30.7605,9.36,96,100,2.54,UA,1683168656
320,humberto de campos,-2.5983,-43.4611,24.88,92,100,2.58,BR,1683168657
321,corowa,-36.0333,146.3833,15.23,68,0,0.9,AU,1683168657
322,mangrol,21.1167,70.1167,27.71,67,17,2.23,IN,1683168658
323,coquimbo,-29.9533,-71.3436,12.85,87,0,2.57,CL,1683168015
324,kailua-kona,19.6406,-155.9956,28.06,79,40,6.17,US,1683168115
325,itaituba,-4.2761,-55.9836,23.19,99,40,0.56,BR,1683168660
326,tossa de mar,41.7325,2.9338,15.79,9,100,5.17,ES,1683168660
327,knyaze-volkonskoye,48.4642,135.4567,20.19,22,76,10.78,RU,1683168661
328,taoudenni,22.6783,-3.9836,33.65,7,11,3.69,ML,1683168291
329,cockburn town,21.4612,-71.1419,26.99,80,100,5.59,TC,1683168663
330,faya-largeau,17.9257,19.1043,28.41,12,3,1.39,TD,1683168663
331,tazacorte,28.629,-17.9293,19.54,74,0,3.09,ES,1683168664
332,viru,-8.4167,-78.75,24.26,80,14,2.67,PE,1683168665
333,ilebo,-4.3167,20.5833,20.67,99,100,0.43,CD,1683168665
334,hirara,24.8,125.2833,26.92,83,75,7.2,JP,1683168666
335,pokhara,28.2333,83.9833,23.77,46,87,0.99,NP,1683168323
336,dwarka,22.2394,68.9678,27.05,75,2,1.8,IN,1683168363
337,polyarnyy,69.1989,33.4478,-1.21,78,100,10.6,RU,1683168113
338,feijo,-8.1642,-70.3536,24.48,86,94,0.21,BR,1683168668
339,forster,-32.1667,152.5167,20.77,41,0,1.34,AU,1683168669
340,nola,40.922,14.5329,15.35,93,96,2.36,IT,1683168669
341,pudozh,61.8099,36.5345,0.81,82,44,1.81,RU,1683168670
342,goundam,16.4145,-3.6708,28.7,9,0,1.92,ML,1683168671
343,kuala belait,4.5833,114.1833,29.09,72,91,1.03,BN,1683168671
344,chamical,-30.36,-66.314,12.94,35,1,1.43,AR,1683168672
345,saint-louis,16.3333,-15,26.91,30,7,3.82,SN,1683168672
346,kone,-21.0595,164.8658,27.67,72,39,2.21,NC,1683168240
347,korla,41.7597,86.1469,7.13,65,100,9.93,CN,1683168673
348,panguipulli,-39.6333,-72.3333,5.65,98,95,0.85,CL,1683168674
349,vizinga,61.0749,50.1031,7.95,82,99,3.37,RU,1683168675
350,kormilovka,55.0026,74.1028,11.67,30,75,5.81,RU,1683168676
351,igarka,67.4667,86.5833,-0.43,92,99,2.9,RU,1683168312
352,andergrove,-21.0833,149.1833,28.14,67,25,6.59,AU,1683168677
353,geraldton,-28.7667,114.6,23.85,45,5,4.57,AU,1683168168
354,masterton,-40.9597,175.6575,16.6,97,100,1.21,NZ,1683168679
355,khovd,48.0056,91.6419,0.68,40,68,2.2,MN,1683168252
356,whangarei,-35.7317,174.3239,18.3,96,100,4.06,NZ,1683168228
357,puerto deseado,-47.7503,-65.8938,14.47,50,98,10.37,AR,1683168113
358,el granada,37.5027,-122.4694,13.29,91,100,3.6,US,1683168681
359,enewetak,11.3474,162.3373,27.22,78,100,8.3,MH,1683168247
360,nikolayevsk-on-amure,53.1406,140.73,5.44,75,79,5.51,RU,1683168234
361,carolina beach,34.0352,-77.8936,15.04,50,0,6.09,US,1683168683
362,smithers,54.7804,-127.1743,17.18,36,20,5.66,CA,1683168683
363,puerto leguizamo,-0.1934,-74.7819,22.5,98,76,0.51,CO,1683168684
364,cestos city,5.46,-9.5828,26.91,84,68,3.05,LR,1683168685
365,ketchikan,55.3422,-131.6461,9.08,65,99,2.88,US,1683168685
366,sitka,57.0531,-135.33,8.94,61,100,2.57,US,1683168180
367,vilyuysk,63.7553,121.6247,2.54,82,96,4.78,RU,1683168686
368,sinan,34.8262,126.1086,16.06,97,100,13.09,KR,1683168687
369,siwa oasis,29.2041,25.5195,24.43,28,30,4.62,EG,1683168687
370,fale old settlement,-9.3852,-171.2468,28.61,75,79,6.17,TK,1683168106
371,kasempa,-13.4584,25.8338,11.77,79,2,2.21,ZM,1683168689
372,sur,22.5667,59.5289,27.03,79,3,1.3,OM,1683168108
373,yaren,-0.5472,166.916,28.4,75,70,2.7,NR,1683168690
374,juneau,58.3019,-134.4197,9,79,40,3.09,US,1683168454
375,clearwater,27.9659,-82.8001,23.84,60,0,4.47,US,1683168691
376,izluchinsk,60.9794,76.9242,12.01,77,100,5.32,RU,1683168691
377,nadym,65.5333,72.5167,0.1,97,100,7.66,RU,1683168692
378,katabu,-4.9333,122.5167,28.44,79,100,1.91,ID,1683168692
379,udachny,66.4167,112.4,4.14,51,85,6.5,RU,1683168095
380,worcester,42.3334,-71.8328,8.52,96,100,3.09,US,1683168694
381,hemsby,52.6971,1.6918,9.43,90,100,8.01,GB,1683168694
382,novodvinsk,64.4165,40.8122,-0.06,83,100,6.09,RU,1683168695
383,jalqani,12.4486,34.2186,29,11,67,2.76,SD,1683168695
384,nagqu,31.5,92,0.43,83,95,5.55,CN,1683168696
385,tekkali,18.6167,84.2333,25.99,79,98,0.76,IN,1683168696
386,saint-francois,46.4154,3.9054,8.69,87,0,1.54,FR,1683168697
387,gray,35.4167,-100.802,19.89,78,99,8.24,US,1683168421
388,holualoa,19.6228,-155.9522,25.91,81,40,6.17,US,1683167901
389,dryden,49.7833,-92.7503,10.16,40,20,3.09,CA,1683168146
390,tralee,52.2704,-9.7026,10.39,81,87,5.31,IE,1683168183
391,lyozna,55.0249,30.7956,2.45,77,21,1.62,BY,1683168700
392,namibe,-15.1961,12.1522,23.76,76,1,1.4,AO,1683168105
393,vodnyy,63.5046,53.4095,4.9,100,72,3.71,RU,1683168702
394,crane,31.3974,-102.3501,20.54,76,95,3.98,US,1683168238
395,krasnyy chikoy,50.3643,108.7512,8.1,31,100,1.18,RU,1683168703
396,betong,5.7743,101.0723,28.97,76,68,0.25,TH,1683168703
397,satun,6.8333,100,32,57,40,1.52,TH,1683168704
398,hengchun,22.0042,120.7439,27.97,75,7,7.27,TW,1683168570
399,colonia,50.9333,6.95,9.92,74,0,2.06,DE,1683167962
400,kolonia,50.9333,6.95,10.53,71,0,2.06,DE,1683168705
401,mitsamiouli,-11.3847,43.2844,26.4,77,1,4.34,KM,1683168706
402,east london,-33.0153,27.9116,17.06,83,0,2.48,ZA,1683168146
403,half moon,34.826,-77.4594,13.87,58,0,2.57,US,1683168707
404,soio,-6.1349,12.3689,25.61,90,100,3.42,AO,1683168238
405,sola,-13.8833,167.55,27.95,75,49,7.3,VU,1683168708
406,mokrous,51.2333,47.5167,12.92,73,97,5.67,RU,1683168709
407,kirakira,-10.4544,161.9205,30.43,69,96,5.74,SB,1683168316
408,atherton,53.5237,-2.4935,7.9,80,100,2.68,GB,1683168710
409,ciudad rio bravo,25.9833,-98.1,25.99,92,92,4.57,MX,1683168710
410,anyksciai,55.5256,25.1026,1.32,90,2,1.86,LT,1683168711
411,labrador city,52.9463,-66.9114,4.95,75,75,2.57,CA,1683168711
412,thunder bay,48.4001,-89.3168,4.99,81,75,2.57,CA,1683168392
413,chibougamau,49.9168,-74.3659,3.79,81,100,2.57,CA,1683168198
414,yeppoon,-23.1333,150.7333,27.88,51,3,4.63,AU,1683168300
415,san andres,12.5847,-81.7006,29.01,70,20,6.17,CO,1683168713
416,papao,-17.75,-149.55,30.37,80,16,9.82,PF,1683168714
417,galliano,29.4422,-90.2992,23,73,0,0,US,1683168715
418,laojunmiao,39.8333,97.7333,9.94,25,100,4.5,CN,1683168127
419,vadso,70.0744,29.7487,-1.51,68,75,7.2,NO,1683168716
420,touros,-5.1989,-35.4608,25.55,83,9,3.68,BR,1683168240
421,south hedland,-20.4089,118.5983,31.96,20,0,7.72,AU,1683168717
422,kudahuvadhoo,2.6708,72.8944,26.82,84,100,8.61,MV,1683168279
423,nchelenge,-9.3451,28.734,17.16,77,38,3.35,ZM,1683168222
424,safford,32.834,-109.7076,26.51,13,0,9.26,US,1683168718
425,porto novo,6.4965,2.6036,25.88,87,100,2.43,BJ,1683168719
426,weno,7.4515,151.8468,25.97,100,100,2.06,FM,1683168720
427,lachhmangarh sikar,27.8167,75.0333,25.95,52,79,1.56,IN,1683168720
428,kogalym,62.2654,74.4791,6.4,95,100,6.91,RU,1683168722
429,keetmanshoop,-26.5833,18.1333,17.93,17,40,1.61,NA,1683168722
430,inarajan village,13.2736,144.7484,31.54,74,99,5.96,GU,1683168723
431,bonthe,7.5264,-12.505,24.54,90,100,2.84,SL,1683168724
432,yauya,-8.9833,-77.3,8.16,87,51,1.57,PE,1683168724
433,palu,-0.8917,119.8707,29.87,82,32,0.89,ID,1683168725
434,usogorsk,63.4106,48.6872,3.13,88,43,5.46,RU,1683168726
435,mozarlandia,-14.7447,-50.5706,20.43,53,0,2.15,BR,1683168726
436,firuzabad,28.8438,52.5707,17.91,21,0,2.38,IR,1683168727
437,rundu,-17.9333,19.7667,15.47,52,0,1.23,NA,1683168728
438,gadzhiyevo,69.2551,33.3362,-1.29,75,100,10.96,RU,1683168253
439,qarazhal,48.0078,70.7903,8.55,26,0,4.65,KZ,1683168730
440,punta del este,-34.9667,-54.95,16.6,79,0,1.54,UY,1683168730
441,sao joao da barra,-21.6403,-41.0511,22.04,86,2,0.99,BR,1683168731
442,orchard homes,46.8633,-114.0484,26.08,18,0,2.57,US,1683168732
443,makinsk,52.6292,70.4169,9.53,38,9,3.63,KZ,1683168732
444,puerto aysen,-45.4,-72.7,9.05,99,100,2.35,CL,1683168733
445,hammerfest,70.6634,23.6821,-1.75,74,75,2.57,NO,1683168210
446,saudarkrokur,65.7461,-19.6394,4.27,72,96,3.43,IS,1683168734
447,vylkove,45.4021,29.586,10.77,86,100,3.27,UA,1683168735
448,chardara,41.2547,67.9692,11.07,33,7,5.74,KZ,1683168735
449,ust'-kut,56.7938,105.7672,6.5,72,54,0.93,RU,1683168736
450,lospalos,-8.5186,127.0025,27.34,67,32,5.06,TL,1683168736
451,ayaviri,-14.8864,-70.5889,7.49,83,98,1.54,PE,1683168205
452,lazaro cardenas,17.9583,-102.2,26.53,70,53,3.58,MX,1683168268
453,antsiranana,-12.2787,49.2917,24,78,30,5.47,MG,1683168738
454,sao vicente,-23.9631,-46.3919,25.71,26,2,1.2,BR,1683168370
455,ramon castilla,-4.2569,-69.9594,25.14,100,40,0,PE,1683168739
456,timmins,48.4669,-81.3331,5.9,81,40,4.12,CA,1683168557
457,la sarre,48.8002,-79.1996,6.12,84,100,2.29,CA,1683168740
458,remire-montjoly,4.9167,-52.2667,26.02,78,20,2.06,GF,1683168242
459,mirny,62.5353,113.9611,1.77,95,99,5.02,RU,1683168742
460,qarshi,38.8667,65.8,17.9,36,0,1.03,UZ,1683168710
461,shangyu,30.0156,120.8711,29.97,67,99,3.5,CN,1683168743
462,el calafate,-50.3408,-72.2768,7.03,77,5,8.6,AR,1683168497
463,williamsburg,37.2707,-76.7075,11.01,75,40,3.09,US,1683168744
464,arrifes,37.7667,-25.7,16.14,82,40,5.66,PT,1683168473
465,saint-pierre,-21.3393,55.4781,21.43,73,75,3.09,RE,1683168746
466,zhangatas,43.5667,69.75,6.85,30,0,13.95,KZ,1683168747
467,hanzhong,33.0728,107.0303,20.76,73,97,1.43,CN,1683168747
468,san antonio de pale,-1.4014,5.6325,27.66,76,95,1.06,GQ,1683168195
469,bull savanna,17.8868,-77.5902,24.4,80,100,2.99,JM,1683168748
470,tinajo,29.0788,-13.7081,20.49,73,0,9.77,ES,1683168749
471,melo,-32.3667,-54.1833,15.05,92,98,3.13,UY,1683168750
472,ishinomaki,38.4167,141.3,20,36,0,2.69,JP,1683168750
473,pecos,31.4229,-103.4932,23.46,72,0,5.66,US,1683168751
474,upington,-28.4478,21.2561,11.21,25,20,1.03,ZA,1683168751
475,lamar,33.6668,-95.5836,17.95,72,40,2.57,US,1683168752
476,sabang,5.8933,95.3214,28.66,72,100,2.14,ID,1683168753
477,bhabhua,25.05,83.6167,28.24,55,56,1.98,IN,1683168754
478,nkhotakota,-12.9274,34.2961,19.85,73,43,4.25,MW,1683168754
479,kodinsk,58.6881,99.1844,5.68,72,100,2.35,RU,1683168161
480,guayaramerin,-10.8368,-65.3614,22.48,97,6,0.85,BO,1683168755
481,yorkton,51.2167,-102.4677,16.91,36,0,2.57,CA,1683168756
482,turpan,42.9333,89.1667,14.19,39,100,3.9,CN,1683168757
483,tibiri,13.5627,7.0485,28.71,24,3,2.6,NE,1683168757
484,vasilikon,38.4333,23.6667,15.98,83,91,0.61,GR,1683168758
485,comodoro rivadavia,-45.8667,-67.5,15.92,44,0,11.83,AR,1683168758
486,ghadamis,30.1337,9.5007,19.69,27,2,3.51,LY,1683168759
487,ntchisi,-13.5278,33.9149,10.47,87,0,1.14,MW,1683168759
488,san juan del sur,11.2529,-85.8705,28.34,73,69,9.96,NI,1683168760
489,tumayr,25.7039,45.868,23.12,22,3,3.72,SA,1683168760
490,kuching,1.55,110.3333,31.74,70,40,0,MY,1683168761
491,amga,60.8953,131.9608,1.89,82,99,3.7,RU,1683168274
492,guerrero negro,27.9769,-114.0611,14.68,68,20,7.11,MX,1683168254
493,greymouth,-42.4667,171.2,18.91,72,4,1.33,NZ,1683168763
494,mbala,-8.8402,31.3659,14.95,80,72,2.91,ZM,1683168763
495,black river,18.0264,-77.8487,25.64,78,100,2.26,JM,1683168764
496,al kharijah,25.4514,30.5464,23.71,21,0,3.48,EG,1683168179
497,sao jose da coroa grande,-8.8978,-35.1478,25.25,86,61,2.67,BR,1683168735
498,urangan,-25.3,152.9,24.29,40,1,2.4,AU,1683168765
499,tiko,4.0745,9.3699,25.91,88,68,0.78,CM,1683168766
500,ust'-kulom,61.6864,53.6902,7.56,93,98,2.66,RU,1683168766
501,tremonton,41.7119,-112.1655,23.24,14,0,5.14,US,1683168767
502,chizhou,30.6578,117.4831,28.55,62,100,8.02,CN,1683168768
503,kill devil hills,36.0307,-75.676,14.43,53,75,6.17,US,1683168289
504,luganville,-15.5333,167.1667,28.53,75,25,4.46,VU,1683168769
505,male,4.1748,73.5089,27.81,79,100,9.48,MV,1683168615
506,morena,26.4969,78,25.35,61,0,2.02,IN,1683168770
507,guli,28.8833,120.0333,28.71,62,84,2.91,CN,1683168771
508,vrangel',42.7297,133.0839,12.15,71,56,4.36,RU,1683168771
509,harur,12.0667,78.5,26.73,72,100,1.1,IN,1683168772
510,pahrump,36.2083,-115.9839,20.03,22,19,1.79,US,1683168773
511,khandyga,62.6667,135.6,3.87,69,16,2.27,RU,1683168773
512,kurumkan,54.3,110.3,7.45,37,1,0.98,RU,1683168279
513,ust-tsilma,65.441,52.1498,2.72,100,100,2.95,RU,1683168775
514,mount isa,-20.7333,139.5,28.87,32,22,4.63,AU,1683168219
515,eirunepe,-6.6603,-69.8736,24.4,90,98,0.89,BR,1683168776
516,kapa'a,22.0752,-159.319,27.99,71,20,6.17,US,1683168285
517,tromso,69.6496,18.957,-0.9,80,100,0.51,NO,1683168732
518,zaozersk,69.4005,32.4476,-2.4,80,100,7.97,RU,1683168332
519,opuwo,-18.0607,13.84,17.53,43,1,0.45,NA,1683168778
520,soligalich,59.0778,42.2864,2.68,83,6,2.29,RU,1683168779
521,mugia,43.1041,-9.2179,16.62,91,5,7.86,ES,1683168779
522,belmonte,-15.8631,-38.8828,24.12,86,3,1.42,BR,1683168780
523,hibbing,47.4272,-92.9377,16.64,33,75,1.54,US,1683168780
524,kayangel,8.0823,134.7173,28.95,73,100,5.18,PW,1683168282
525,cole harbour,44.6724,-63.4751,3.17,92,100,4.63,CA,1683168781
526,hastings,50.8552,0.5729,11.62,36,100,6.96,GB,1683168782
527,nieuw amsterdam,5.8833,-55.0833,25.09,88,94,4.18,SR,1683168783
528,madera,37.1666,-119.8343,15.24,68,100,2.29,US,1683168783
529,alenquer,-1.9417,-54.7383,23.61,98,100,1.21,BR,1683168784
530,alo,7.4178,6.7371,25.21,86,41,1.23,NG,1683168784
531,muravlenko,63.7898,74.523,2.93,100,100,6.35,RU,1683168785
532,lajere,11.9797,11.4443,27.3,50,12,2.67,NG,1683168786
533,kerrville,30.0474,-99.1403,22.92,56,0,2.06,US,1683168787
534,barcelos,41.5388,-8.6151,16.08,95,12,1.71,PT,1683168408
535,sisimiut,66.9395,-53.6735,0.74,95,100,8.23,GL,1683168788
536,lata,40.1629,-8.3327,14.4,97,4,1.67,PT,1683168789
537,matam,15.6175,-13.3303,32.51,17,3,4.63,SN,1683168790
538,dourados,-22.2211,-54.8056,21.65,89,89,0.28,BR,1683168790
539,clear lake,43.138,-93.3794,13.85,41,0,0,US,1683168791
540,obo,5.3998,26.4869,20.54,90,100,1.73,CF,1683168791
541,voznesenskoye,54.89,42.7569,9.42,94,76,1.63,RU,1683168792
542,huarmey,-10.0681,-78.1522,23.62,84,85,4.86,PE,1683168793